speaker,gender,n_clips,f0,f1,f2,f3,f4
ls-2882,female,4,165.22286144114162,614.8684758980413,1929.7446020265336,2992.218697631074,3968.4921451583
ls-289,female,4,167.40387534085156,533.6690195130441,1888.3638470808064,2998.457082646063,3890.177881380374
ls-2893,male,1,147.0738096997788,447.8119628477018,1782.1323081141923,2832.3318247392044,3677.916305321619
ls-29,male,4,161.87075472541602,365.7692782909428,1728.6457446681497,2767.1956478928805,3989.5468713885093
ls-2920,female,4,139.67901853966322,545.9124145399472,1762.7648542373026,2903.9287771456557,3801.9790004719343
ls-2925,female,3,178.026178701165,605.1283336450934,1576.526121583784,2723.351816330279,3601.0474557893185
ls-2946,male,4,151.65665033069678,475.68905811179405,1458.8333006316116,2576.865569333134,3791.6198610862343
ls-298,female,3,175.5189900638008,511.99134705841465,1752.015206050305,2774.9332636654417,3932.203135448623
ls-2997,female,4,171.61484326677342,591.7098728556005,1841.3081592117896,2810.887682859515,4207.609564976186
ls-2998,male,4,151.47824686666303,369.2508900271347,1474.4172068717949,2868.9001366247794,3937.521029959609
ls-3001,female,4,173.4739833879721,437.5454878674492,1710.9613595770206,2710.805465338647,3848.1476833046836
ls-3003,female,4,176.79534997296852,430.2221275464483,1788.5911155760273,2883.2992440460075,3934.5572766974856
ls-3008,female,4,142.0272676447873,458.51317502837054,1767.8475388681481,3034.684045140776,4028.4627848469686
ls-3009,male,2,147.79213149658256,398.360740981877,1556.083421295051,2482.8665457144925,3529.2457807511773
ls-302,female,4,173.15096205762129,479.3569685660906,1550.9705202753466,2698.0528832010677,3964.6823746696327
ls-3021,male,4,149.0043736809083,484.1572800457085,1616.9800542799135,2655.3474989162532,3484.070470820632
ls-3032,male,4,148.0512760582666,548.9417342903971,1587.2911704150574,2779.4039939735458,3531.0398233289584
ls-3045,male,4,142.6445160658463,466.58996447660707,1725.0948387209905,2639.366698813608,3655.7473218655505
ls-3046,female,2,169.54298058115336,464.94381874645796,1722.186000032386,3067.8262486308568,3782.59519397387
ls-3053,female,4,174.87036327237095,430.16449934515066,1859.3192733089704,2782.4051413622296,3954.2826589502592
ls-3054,male,1,141.58771530131685,510.0854223134339,1511.273421478505,2524.7727067329356,3716.175106302341
ls-3060,male,4,169.80191132857135,364.1162210238765,1720.3005373127994,2689.710097415883,3659.9655722979555
ls-307,male,3,165.61280261286896,511.178894501974,1681.048900311972,2828.8048525230224,3689.1896923928543
ls-3070,male,1,384.6399165208619,1314.0264019155848,1890.1347086284322,3105.1668614447544,4173.239256299636
ls-3082,male,4,141.5873192630614,599.8973143200888,1898.2227244080327,2805.0730830008206,3782.2342004587863
ls-3083,female,4,173.06406065424468,509.57660344689776,1750.7415334708462,2965.5952148732167,4022.9458748450306
ls-3088,male,4,155.03588899818754,443.75623215675694,1739.3046009030843,2459.4027284627246,3525.6233369026118
ls-3090,female,4,61.57238307728543,728.0485535596479,2028.5649555917807,3019.2088337037585,4242.226153524932
ls-3092,female,4,173.86362701926492,522.9181180001342,1845.803816313827,2997.11424556165,4157.260457251729
ls-3094,female,4,166.49404857446737,438.7951551154466,1660.6140470259784,2616.952035307366,3827.144351130206
ls-310,female,4,170.7337059961135,497.97526705521943,1763.4430221609,2779.2142555105584,3898.5021986132256
ls-3114,male,4,149.4867828475832,705.1032135880341,1873.1940455567506,2861.257898246106,3843.4146569915965
ls-3118,male,4,157.65762399205832,299.7921505236267,1714.2414300448859,2742.5711822554567,3738.3627269062163
ls-3135,male,1,151.93622374670898,417.42422886939596,1638.9584479918472,2803.6143337032645,3681.881623169464
ls-3137,male,4,155.08220969224908,438.9397617195767,1679.4259615777908,2667.417961881207,3673.5122689984023
ls-3143,female,1,179.54994015466156,387.14048572596505,1706.8278592802876,2973.3426885388444,3962.329768653181
ls-3144,male,2,156.3365494229203,474.52888906083047,1331.3903864690908,2455.2244021486695,3776.951719019511
ls-3157,female,4,176.92245693187465,480.28977649479873,1875.9807065167993,2763.2013231087444,3585.2628936356737
ls-318,female,4,176.65586522038333,447.30455356251923,1825.5456192529705,3057.0113575342166,4126.572366355564
ls-3185,male,4,192.90220781815347,422.82291533326344,1573.0004779622714,2613.138327520569,3947.9220897540317
ls-32,female,3,174.94461198554262,520.1579937858564,1715.762931749312,2762.4759499501974,3997.9617946130556
ls-3214,male,1,145.78978577162528,634.7740693100476,1846.497669101199,2326.766299558658,3703.4669122368873
ls-3215,female,4,149.30528684339353,457.30384025178773,1699.89378487946,2875.583289694238,3859.157532141175
ls-322,female,4,153.02862323769668,477.23424994439836,1755.618307383048,2703.724629311332,4007.440429039624
ls-3221,male,1,153.5350310047169,366.71439391397234,1642.2409949967732,2610.92102750894,3703.790275326558
ls-3224,female,2,177.8553724958528,661.425250880822,1983.4500715326253,3060.138980177685,4107.960882616118
ls-3238,male,4,148.6211134992787,453.63356533839925,1720.6095381192492,2569.036399853182,3604.04386251296
ls-3242,male,1,145.23790364941618,437.0423633083206,1546.0856278437834,2522.078789141885,3570.813404119332
ls-3257,male,4,147.2488921549312,399.2376131638093,1502.0849369625855,2625.6786343735303,3362.490674845325
ls-3258,female,4,158.3977826880306,532.5712834318746,1735.169655872617,2860.53724411897,4001.6610471683543
ls-3259,female,4,164.80297832520964,446.46829734111134,1544.9135550543315,2670.5034424493456,3653.6597838908456
ls-3268,male,4,142.87009772351,381.84658542341776,1533.9984888061972,2420.8238145002906,3394.746970444374
ls-3274,male,1,161.18656020093155,493.4305272265847,1521.6760439699258,2756.960697099515,3533.433211261823
ls-3288,male,2,149.86505570017428,441.04056159359175,1658.5423183190978,2750.045302116781,3654.0952582996206
ls-329,male,2,158.39355958321818,382.35011376187776,1592.5052087930635,2844.4896884591517,4014.071558644144
ls-3294,female,3,177.01483850049644,491.4016745323459,1515.8626957919478,2722.3556404437863,3871.098562306894
ls-331,male,4,160.46250803030458,420.5969710180018,1505.9916685943658,2714.259269352686,3858.985141107315
ls-3314,female,4,174.55564767711775,515.9001962796117,1573.594969060737,2715.3262418458926,3903.311198801608
ls-3318,female,4,148.06920862612589,571.081928571471,1832.7110773659301,2935.9742349591206,4164.036681362402
ls-3330,female,4,174.62277286226856,486.5047722238729,1732.355065377469,2911.552784272382,3765.518257711283
ls-3334,female,2,178.69523751144595,561.5633154867619,1941.008562037193,3110.142640473383,4230.756615272105
ls-3340,male,1,141.36740978417754,475.3826445130608,1665.8878976975668,2704.8646535069865,3591.8530450627877
ls-335,male,4,151.41749011881626,613.7951780422634,1549.3569295446814,2466.113884703458,3574.1137903675017
ls-3389,male,2,162.5945796363243,607.5451975749247,1640.158182506299,2815.2000353470703,3671.022412003049
ls-339,female,4,137.50586962109065,460.6872516183026,1732.0329787703981,2709.07559098045,4080.2532000784804
ls-340,male,4,151.86492108188605,758.4239262375359,2034.693317052707,2863.840915203026,4040.2032195258093
ls-3433,male,4,196.96446634591513,420.85182799501416,1623.24179032156,2547.244817389129,4100.225753617768
ls-3436,male,2,152.40222716157032,354.8717007608117,1599.7380952955004,2937.1332906838247,3927.3228419600828
ls-3470,male,4,143.83819215278402,490.50362809650085,1354.0759012697858,2878.965692416201,3445.1949062698122
ls-3482,female,4,164.6038312956609,496.4872640005225,1761.3870438367035,2698.404169803416,3734.0130971848466
ls-3488,male,4,146.89237698169416,395.13916559588324,1550.43776576267,2666.059280557164,3505.047415208906
ls-3500,female,1,179.3276447166326,403.7113831852978,1926.2975260753535,2953.7187525984873,4027.095186133296
ls-3521,male,1,143.37329088708674,537.4015735499247,1604.3510067705438,2680.8450873003735,3447.650077026582
ls-3526,female,1,179.4819889245531,578.0789037312311,1576.777762562872,2726.941432769276,3997.236175039136
ls-3537,female,4,172.22781492740037,401.14400051137625,1636.6077585350688,2847.5615086213893,3766.1841484891474
ls-3540,male,4,147.58614397077253,464.6286629588028,1615.115278867851,2629.5407560866342,3653.3539845480705
ls-3541,male,4,146.72675047474203,496.9346178507416,1515.7296575700375,2713.615982266504,3812.5429766057387
ls-3546,female,4,147.56628381304154,452.22524461110834,1760.136862411728,2735.6526260071014,3881.6558089618165
ls-3547,male,4,142.69359623286897,659.1612076728413,1804.6637745200171,2534.9079728189417,3213.3571107290627
ls-3549,female,1,172.27632562513833,558.6124440637526,1714.341823279686,2686.5968729032593,4092.852158833487
ls-3551,female,4,170.01217505948625,491.52623824115744,1697.1683031664468,2815.3645490170657,3941.4537651640944
ls-3554,female,4,169.22752277001473,494.8293379598932,1709.682778943205,2743.175965544311,3651.7489533566495
ls-3559,female,2,170.4765538509295,423.54284885639953,1782.260456941016,2994.2546810044146,4099.792156163612
ls-3571,male,2,142.29475119241135,580.0011384210761,1879.3245284830768,2875.0464650811064,3695.434871620386
ls-3587,male,4,153.13273790966224,358.31580410193317,1755.771650441087,2735.800341930662,3720.1852455584535
ls-3588,female,3,174.75141326300536,509.92405019432977,1705.0744162559374,2817.9716294852137,3844.8623374105186
ls-359,male,2,141.10181123813186,445.20351583231877,1454.9014784449932,2519.934359998426,3771.909206386754
ls-3592,male,4,152.62524676881714,463.37864410402426,1629.7756222585754,2664.086458207261,3891.148915623219
ls-3595,male,2,150.81054604467636,447.82700782154586,1756.5902997362261,2541.7038562208563,3626.908071690188
ls-3598,female,3,178.23220276776004,480.7125903151755,1531.5380572266022,2751.086991761549,3963.2161676344235
ls-3606,male,1,154.7148634725497,376.45749794717364,1603.6179269083116,2607.7807218168878,3695.6796400369753
ls-3607,male,1,140.2301631567663,603.6057617451854,1714.018004949498,2704.7981701182257,3812.118028764158
ls-3615,female,4,177.1590261870536,434.399974249391,1682.189926987634,2806.781435641041,4068.684770488885
ls-3618,male,4,148.533039213223,466.50243239223926,1796.874261614299,2735.7837120425356,3789.043099849983
ls-3645,female,4,172.38880309052195,433.33820764990276,1856.7022639697793,2876.832038099792,3993.3719735345367
ls-3647,female,4,171.6465179513159,353.2433392547997,1637.3604599124037,2818.0025321633025,4037.2546057249783
ls-365,male,3,141.66537164637424,438.48277504737746,1553.4983068401489,2722.1007792185355,3627.7168637399195
ls-3656,male,1,143.03430713861377,413.5480697096043,1712.2368143318076,2689.0241011012017,3841.0123545483825
ls-3657,male,4,155.84834142975984,492.2476510182727,1429.7292033867832,2564.9702574147213,3552.731880313404
ls-3665,male,1,160.41748026682507,466.2585070805781,1806.7079219181014,2538.4645440178233,3579.852408956039
ls-3675,female,4,175.37472556598686,480.759303374886,1663.1381154886203,2821.691768511881,4019.6926453495635
ls-3679,female,4,173.65532803246376,482.9743851396132,1793.0166140503798,2911.8913851451025,4192.133495308017
ls-369,male,4,154.69164698090742,349.4994704776311,1587.0979556781328,2710.0044511604187,3664.7504836567623
ls-3691,male,1,144.21686247674887,430.32879767337715,1612.3263887962023,2688.668153814397,3812.905020306186
ls-3698,female,4,169.7613708486062,424.4905170091297,1590.2299151964023,2713.6757528310723,3993.1196254423776
ls-3703,female,4,169.62300876165128,586.3305303253761,1655.2693177711758,2767.637828673683,3873.9844501276716
ls-3728,female,4,177.59314955441408,505.079906241715,1734.0662091466402,2721.7815426101956,4119.741694915047
ls-3738,female,4,174.7573902568348,582.6749827861634,1954.7423895351662,2949.1021894883615,4038.3322975021333
ls-374,male,4,163.03649138556648,472.70029747601177,1555.1140800587445,2522.8304426147743,3399.6547255848755
ls-3744,male,4,153.49023405612624,494.5607161080159,1613.3705374784693,2571.2260325038123,3629.8321830807895
ls-377,male,1,156.06577228118033,397.0102191398128,1459.5112450177276,2439.554581797913,3575.8137945300036
ls-3780,male,4,144.6112998202027,787.9880293220797,1506.1255835338645,3057.9108568987785,3578.379576133863
ls-3783,male,4,149.765476263575,628.6533985657045,1872.6301630024109,2846.2871477362132,3575.15621964382
ls-3790,female,4,177.48662715825168,522.7747153575809,1830.7057960962484,2953.3148110840134,3967.690451822456
ls-3793,male,3,188.3328975275755,473.9221870480537,1709.62069849214,2652.093067592776,3972.731164894463
ls-3796,male,1,152.09959613823008,371.6852367186898,1763.5297745212083,2385.9836974483787,3506.07574676223
ls-380,female,4,162.66175974016167,563.5737270511925,1975.984804553561,2911.360184468228,3873.8858120110954
ls-3819,male,2,179.66774773106744,381.4426334454299,1462.3809363178057,2623.5745013094042,3545.4273384051253
ls-3835,male,3,144.30626054930457,383.78077597516443,1775.602861479384,2711.9622731564345,3603.434428052765
ls-3843,female,1,179.07207897947515,390.4387087379324,1672.8138887813363,2986.4195928570234,4098.2293126508175
ls-3845,male,1,141.2099160923363,437.58487660955774,1645.3668555944114,2673.8603989862304,3688.3884538582442
ls-3851,female,4,175.69661449316584,489.9515886336526,1783.1470199299852,3005.0343625153446,4045.971404954661
ls-3857,male,4,147.86635127053034,403.5212814467113,1760.1358118559856,2789.2629295156626,4041.0827863301793
ls-3869,male,4,150.1147464866483,437.170264884077,1536.0640817775047,2667.6367376188455,3771.484488276136
ls-3889,female,4,130.1040950580841,580.7471244278754,1724.9526110144388,2910.003066510142,3968.3687038582566
ls-3895,male,4,143.19959163337654,403.6549140487624,1714.0139067943428,2650.9856734948203,3938.589675180471
ls-3906,female,1,178.96866264212247,447.1007194296503,1731.9700119288134,2833.337092484684,3972.1625206629064
ls-3909,female,4,171.63329714754448,437.8854619245144,1798.8701558287405,2698.2228828219168,4056.8688703686344
ls-3911,female,2,178.99304540369542,534.4592151359074,1806.4380200843789,2892.4788733908126,3983.364363326791
ls-3912,male,4,148.13047820737168,466.0711896364332,1487.653639614653,2502.440780151921,3651.57111220938
ls-392,female,4,171.5212585574768,482.91913405563173,1756.633297852703,2980.9813983017984,4194.597586345866
ls-3922,female,2,176.85584116742643,525.5131645469644,1759.1444524878032,2687.3875581901684,4336.298403726169
ls-3955,male,4,164.03371100722038,586.2652296508722,1851.771676984722,2874.216750234573,3808.201920165492
ls-3959,male,4,151.0368544971234,404.0090097398231,1819.6260389180495,2724.4526341832775,3729.0177352625496
ls-3967,female,4,171.24159639150727,428.39973826678727,1876.3809858933328,3084.496146286246,4156.014692470751
ls-3982,female,4,171.4554281743433,413.6361757690877,1712.9794702481577,2836.0978861057642,3733.5290602618097
ls-3983,female,4,175.71181040259722,467.6958308645728,1658.876586036894,2817.67447880662,3854.193845171834
ls-3989,male,4,183.96683575516002,579.7128035486271,1664.6899866062322,2811.1312232843384,4079.521619552632
ls-4005,female,2,176.16055280703296,464.450533097333,1654.5327184578973,2848.6622615386877,4215.748112479305
ls-4015,male,4,180.86270992661719,435.21371350428495,1460.281080817492,2463.1571018737804,3881.802189089115
ls-4019,male,1,169.4885054102937,419.6990210300638,1734.9570819487017,2639.2548471001705,3580.4064278059573
ls-4020,male,4,241.16809852257768,524.975288125285,1869.8064176479616,3133.8140769695783,3933.9852828207486
ls-4021,female,4,173.74127528031102,588.6585455120157,1697.4017857674494,2792.819026725977,3971.563022994896
ls-403,female,4,173.9933729529996,361.80941688420825,1622.1804809861578,2689.2526443594597,4030.3210006767345
ls-4039,male,4,149.3518061470338,487.09434657565464,1680.8607847990959,2510.941258375725,3604.02127035582
ls-4051,female,1,171.41703895573005,484.432394775287,1547.429186523079,2675.144913609157,3907.652040666332
ls-4054,male,2,143.49655343665478,535.0555745998134,1569.604004870235,2549.5769033492224,3611.086580332426
ls-4059,male,4,160.12434721148986,436.7086496066502,1671.467456938072,2724.943815172757,3743.269337648011
ls-4064,female,4,164.27969238492005,479.55629434988884,1698.0792353306383,2828.448462549958,3971.550239924463
ls-4071,female,4,88.50894170128836,542.0286741348536,1861.2903424654269,3169.2221908274587,4089.1644322995353
ls-4085,male,1,175.56427150627493,499.2113861166091,1404.5011765383238,2314.6339354832635,3695.22332345294
ls-4090,female,3,166.81505278681936,547.6851005988659,1647.8225732947512,2660.054299178066,3803.980036574452
ls-4108,male,2,151.12558657928906,388.20029045884246,1805.9076370806056,2504.4161061628547,3518.144648300706
ls-4110,male,4,162.8988188375513,426.00678199867497,1553.8735430377883,2621.1279169078025,3735.5824043258826
ls-4116,female,4,174.66731531465877,618.9444415471235,1820.598093458507,2926.6253622591485,3773.7906136101847
ls-413,male,1,144.55264207041083,598.7552474425864,1800.1580965543997,2761.4818249429836,3427.5960961121236
ls-4179,male,4,153.53930961016664,404.3164203350635,1588.6439956992845,2622.2129361495854,3873.8638888813925
ls-4189,female,4,169.99360583883455,460.29100312783913,1796.8274331105124,2870.3943600032,3945.870874420305
ls-4192,female,4,149.6189784118165,485.4603665417352,1818.332512597165,2991.90900154606,4180.072135633317
ls-4195,female,2,177.31421517252016,513.9789270627323,1563.1753539672309,2927.455442522141,3966.643822360391
ls-4196,male,3,146.2862222463666,725.7587657773254,1995.260691945797,2913.9804084020116,3696.471392749724
ls-4205,male,2,142.82562535373236,451.7548729399545,1881.7102406826698,2544.329833402756,3516.8575031532473
ls-421,male,1,164.87823576006116,359.4824937577754,1972.497111634422,2925.2521497204207,3930.4462377330856
ls-4217,male,1,143.80242831325896,738.7328707063124,2001.842065283592,2954.8058731641504,3716.809359730575
ls-4218,male,4,147.42448266134232,422.8758947295478,1557.3777771735217,2647.460102552852,3441.835675005532
ls-4222,female,1,165.4982619192872,466.655732709263,1724.8629873207776,2564.8248016050156,3878.863234232536
ls-4226,male,1,167.66278180095972,413.7173402692392,1456.6745809878162,2620.255465433103,3750.15317969396
ls-4234,female,4,172.70400621579927,589.916017323651,1568.340369609907,2783.1548394264064,3678.715492195069
ls-4235,female,4,165.0704315289519,537.6957218885585,1689.9418390263336,2701.8000478754548,3810.527199909574
ls-4238,female,4,176.3960600804922,458.4262554126326,1710.2968324957421,2717.1739088459854,4295.168060436824
ls-4243,male,1,171.44126828526979,474.3159847607894,1606.2482172858122,2666.373375354534,3668.600117682284
ls-4257,male,3,141.25373396444624,456.2133952878801,1567.1620046829619,2642.5483200594745,3712.2966807917883
ls-426,female,4,164.5786741588534,472.2839996146432,1819.6314804156127,2924.187447900703,3898.448581265107
ls-4260,female,4,173.8353714377476,401.114057890599,1638.6745446447894,2704.5309444855206,3800.49691445789
ls-4262,female,4,172.35138608402724,574.0961719343368,1659.5643001936814,3096.249063264717,3843.2579323531245
ls-4267,male,4,196.07825746253238,458.8511907414835,1524.864824481461,2675.872892397276,3680.2242448172356
ls-4277,male,1,143.5997417128848,648.9065996505233,1957.48672974169,2740.7783036389874,4148.179621386363
ls-4278,male,1,151.71748882574073,389.384180378553,1573.6760145428138,2494.703297433899,3742.1034005565443
ls-428,male,4,152.23282412499617,764.850666766316,1812.8604799594461,2913.7854475973627,4076.8578641815466
ls-4289,female,4,165.03766357658367,491.75723620234635,1708.2977239082368,2819.9800823325922,3875.1321367399432
ls-4297,female,4,175.6173467532898,532.206877273072,1764.725984829425,2892.5604502443066,3831.0345417858694
ls-4305,female,4,175.38281144029492,407.11760799472916,1800.1323218723837,3044.841828560022,4291.915081650854
ls-432,male,1,156.76804333641573,496.19931850544185,1698.8143333710113,2383.33281149209,3147.2144972584265
ls-434,female,1,175.43123155320072,531.2888787633765,1721.0108837110315,2786.056825394832,3719.954789860454
ls-4363,female,2,168.17524958850183,583.9962124218171,1692.6771967350633,2848.987684897504,3860.2251396092697
ls-4379,male,1,140.2590929774737,355.415215666443,1563.1174356897163,2554.8792128102286,3793.7699442937574
ls-4381,female,2,178.50593169310412,394.5652110350868,1658.7853123605414,2587.2406759809373,3725.6010714527574
ls-4396,female,4,147.19357556675862,451.2525611836733,1603.856741500152,2775.818325583079,3922.8755821626046
ls-44,female,2,175.53491719927388,472.3445702028752,1829.2200689548736,2513.0641024615247,4122.8759861571725
ls-4402,male,4,166.11740107193205,412.4473365053767,1545.7881830327706,2607.2228792230153,3863.146689986401
ls-4406,male,4,169.39687346663095,522.7111526278097,1647.6123989826474,2768.5849906370945,3709.1802640355518
ls-4407,male,4,146.2401690885685,383.76547944153697,1479.9210142377237,2678.447265190302,3853.0234424464215
ls-441,female,4,164.11781398888934,419.63747062900325,1696.9027909698993,2827.1926479030963,3970.097180447996
ls-4420,male,2,144.70126024648437,406.5222450656224,1660.3475784678806,2795.821632495042,3564.0654866736713
ls-4423,male,1,146.09551632330198,494.9789464925804,1506.4235786828763,2677.453842684578,4195.880143988978
ls-4427,female,4,175.0605588561877,438.6249937987263,1739.3853654982863,2959.6490476399995,4101.506591810073
ls-4433,male,4,442.34550002630294,685.9387380723866,1853.8519112702477,2900.78790710878,3770.0201535813067
ls-4434,female,1,177.540340982255,524.2638874232946,1507.2230554942457,2651.712700295325,3636.635336229188
ls-4441,male,1,154.3168545053075,451.6286471316549,1518.3274968260826,2513.3781217750434,3720.2901390945362
ls-4443,female,4,141.33468554456107,420.1436345402087,1591.6324848582572,2752.9224660952186,4058.110312592135
ls-4474,male,4,175.28244675703434,593.4249724623446,1787.3210513567246,2866.3272329883002,3877.1015709932
ls-4480,male,4,145.60593747659806,368.0522603369181,1581.4767505985426,2744.8849570575567,4001.015209765873
ls-4481,female,4,151.10367376078887,455.298415951704,1720.924127136875,3053.545911410981,4195.4683860984005
ls-4484,male,2,142.49570732065095,440.00806381453896,1396.5781116378394,2492.7773085610875,3453.244475874195
ls-4492,female,4,176.9651015711094,509.3193134029729,1767.394401601745,2829.2233656154117,3936.3891674828765
ls-451,female,1,178.070709315035,610.8138140384367,1825.7317381381895,3099.9115135961056,4032.0954172290785
ls-4511,female,4,168.20632571999414,486.47435563727333,1646.486107948238,2999.9600505857825,3962.753487295615
ls-4519,female,4,163.0785154709873,488.9131011446464,1786.0208367577166,2960.865180651459,4040.606023723997
ls-4520,female,1,175.62633441989874,591.5434046582369,1932.2383797588036,2775.4047812282347,3694.6708431276247
ls-4535,male,4,200.3228850040611,503.7007998811346,1543.2503681150579,2627.5367932527624,3895.9316792497575
ls-4546,female,4,170.60018627216903,552.0920936923721,1843.8901448269494,2940.4943074223775,3975.2264634434014
ls-4549,female,4,166.30418660953663,541.3672561686813,1679.931270113109,2742.7802329805395,4046.4836575466234
ls-459,male,1,169.44318392523542,399.06224264975884,1687.002841065201,2666.593916000333,3686.3015462791936
ls-4595,male,4,175.7983610125801,457.9521737513216,1596.8001642307304,2475.4844521912064,3837.5471390862613
ls-4598,female,4,169.53718162600143,390.64872122593346,1715.382633631043,2761.4005776023814,3904.5923753965817
ls-4599,male,2,158.45093340066165,495.1719416718727,1684.4819183114785,2810.957330804298,3992.8468138286653
ls-464,male,3,141.96316522909152,577.1724642989374,1568.405027272351,2540.371802348669,3588.3710951477215
ls-4640,female,3,177.09303337283941,493.4954203322558,1825.7568988355442,2908.03726018046,3991.7097429048226
ls-4667,female,1,177.4716644788254,454.8687695498857,1893.743788569408,3046.155421459278,3905.5557459528814
ls-4693,male,4,143.97573176943007,440.8453838886288,1560.6708912362444,2682.676262706201,4008.9823212902947
ls-47,female,4,175.6686515251945,476.78916913616524,1853.5951551549542,2882.4311945722948,3921.4148155816147
ls-4701,male,4,184.14847774431564,442.2761538361031,1676.528528268356,2919.7248215799505,3631.450152476371
ls-4712,female,4,175.82503033467222,419.9042427094771,1567.6061090649755,2795.721704270836,4022.8953782734898
ls-4719,male,4,148.7626803705872,415.11230915793817,1715.9429624039267,2661.829704426489,3662.7544592441527
ls-472,female,4,176.71574512500408,729.3287094671947,1916.1475361060493,3123.261470368494,4218.074327757924
ls-4731,female,2,175.85657738640856,586.1595479699871,1703.5157862071005,2874.120677403631,4181.568696017288
ls-4734,male,1,167.2023827758714,495.42092812710126,1581.5391858326445,2509.963416227537,3320.1216776406422
ls-4738,male,4,154.0549826940236,427.3369369940358,1604.2271793218802,2609.0420467144286,3667.049537678767
ls-474,male,2,146.34366251216545,420.6319867179541,1456.9331743807043,2701.2871272548923,3582.559640891675
ls-4741,male,1,140.80424592691327,569.037936738089,1772.6427687613132,2748.0742583424576,4059.98302814404
ls-4744,female,4,164.6974671428897,540.5423947607469,1644.4369744021417,2872.811884144123,3976.192037592267
ls-4748,male,1,142.26754413501536,460.36232915608093,1461.1668352590625,2539.889576632119,3593.9760663446673
ls-475,male,2,143.10827285677453,497.14453815353045,1661.918098945165,2528.5598772586463,3677.4012906204052
ls-4750,male,1,147.25653411051627,496.0528960506339,1562.0658389024095,2424.2083542811774,3704.8691499273727
ls-4770,female,4,177.58664994587758,450.8541742889096,1793.8139830615767,2813.6617764496514,4086.514793029629
ls-4771,male,1,160.96684379549708,462.0088872332265,1572.6485521074283,2436.514232840553,3940.222576000534
ls-480,male,1,152.1170177148491,413.47863138342905,1568.2394090755015,2612.548855086099,3593.087885737714
ls-4800,female,4,145.86228322087027,549.5358629967538,1725.1303749407666,2751.2783597241505,3951.693104609837
ls-4821,male,1,151.7958373371071,437.97312681839526,1470.0177310054726,2527.779446126341,3834.434896983081
ls-4839,female,4,172.69132901762953,452.2202883381689,1649.1833117802248,2907.9337750762443,3997.273927024443
ls-4848,male,1,140.58904763725295,416.92331089802104,1548.297571236777,2711.606571479443,3764.678231077705
ls-4860,male,1,144.98963121268338,424.19236634410686,1726.803947463131,2635.1064174992753,3491.5470904356225
ls-487,male,2,142.10560087641244,501.24395639638317,1776.7658550366991,2807.7626029681487,3746.4418367188428
ls-4872,male,4,144.22326840707564,384.0023987861035,1575.3318100430843,2635.297144520679,3742.022738663111
ls-489,female,2,160.68876384740457,511.90792355892415,1841.3695258952816,2796.128317342005,3765.982477159765
ls-492,male,2,157.78588967633067,606.6644500758364,2149.8815491574687,2812.866096269277,3769.6296445686476
ls-4930,male,2,158.16908474471379,322.2475291960984,1793.577224235048,2487.3289478530487,4006.3828385766255
ls-4931,male,3,150.17339171881332,431.22787967675237,1655.5774665270428,2812.5578361191506,3746.0247522455857
ls-4936,female,4,163.59424713649213,412.7127287558467,1889.6278444963846,2894.4510451664983,4025.4752034992875
ls-4945,male,1,146.75575816303774,306.9233838323227,1654.6640978840328,2491.8959889035605,3638.088238386189
ls-4959,female,4,170.18667395314753,415.8418368640837,1737.6761694758748,2885.50824340493,3732.116979830709
ls-4964,female,1,178.64862223880965,580.793739068606,1629.4571218685055,3109.551743574168,4325.486708997955
ls-4965,female,1,179.93367209756198,517.8388694693674,1842.2800014039499,2840.3021084561624,4050.0576083390943
ls-4967,female,1,172.02681903085917,556.8806150271787,1837.2724515161772,2841.6755693899013,3754.469729734803
ls-497,male,4,156.21684995835233,803.0487626476614,2217.2079877848937,3046.990022086531,3904.112985894214
ls-4973,male,4,148.1187096456051,518.495508474896,1596.2277028773572,2527.68469493025,3717.698116135421
ls-4979,male,3,146.95450560133003,414.26795019047876,1508.197732160726,2476.404131170534,3285.6948968395304
ls-5000,female,1,176.41549782896993,465.5285572037189,1562.1891578350194,2494.8601630604503,3751.2894807333287
ls-5007,female,4,155.8002723859924,522.7058568521177,1411.735641731043,2852.200252282955,4474.5103949205
ls-5009,male,4,142.1450850904558,472.7562112277185,1557.464452984747,2443.20354190781,3211.9237480284646
ls-5019,female,3,174.47891256753968,485.1209278672135,1882.060740106971,2989.3223731369285,4389.651205262338
ls-5036,female,4,153.63463427852037,425.13145033360564,1772.5468200639982,3119.678956449823,3907.474313488591
ls-5038,male,2,149.26178819104945,469.0250743143023,1767.9827779535676,2702.7336281086914,3805.3646834421133
ls-5039,female,4,168.66204311524973,564.6196298653541,1763.2947868772876,2809.9016874984018,3947.537335521839
ls-5044,female,4,167.78656414316077,518.9064534061941,1602.4434659530643,2804.944971876421,3723.83808913749
ls-505,male,2,148.34648480799433,540.4214347895563,1563.9665794148532,2712.450992754537,3456.6063123612917
ls-5054,female,3,171.62502223622764,479.7401745137247,1656.5680950868582,2978.7176462051652,4176.740641071705
ls-5062,female,1,177.19648164150027,448.3977364216876,1572.8768211520178,2651.95457283792,3788.7802409220253
ls-51,male,3,154.04471646083428,487.646274149839,1405.9320516494986,2674.58112442488,3652.1836917560786
ls-511,male,4,148.0593574333001,469.517406954363,1499.3386715571294,2476.802485423139,3540.4452943394317
ls-5115,female,4,154.29939098541794,555.9777969165274,1648.6302014704684,2660.1030893514994,3772.8815345076505
